checkin_info.9-0,checkin_info.9-1,checkin_info.9-2,checkin_info.9-3,checkin_info.9-4,checkin_info.9-5,checkin_info.9-6,checkin_info.20-2,checkin_info.20-3,checkin_info.20-0,checkin_info.20-1,checkin_info.20-6,checkin_info.20-4,checkin_info.20-5,checkin_info.5-4,business_id,checkin_info.12-1,checkin_info.12-0,checkin_info.12-3,checkin_info.12-2,checkin_info.12-5,checkin_info.12-4,checkin_info.12-6,checkin_info.15-6,checkin_info.15-4,checkin_info.15-5,checkin_info.15-2,checkin_info.15-3,checkin_info.15-0,checkin_info.15-1,checkin_info.17-1,checkin_info.22-4,checkin_info.22-5,checkin_info.22-6,checkin_info.22-0,checkin_info.22-1,checkin_info.22-2,checkin_info.22-3,checkin_info.11-2,checkin_info.11-3,checkin_info.11-0,checkin_info.11-1,checkin_info.11-6,checkin_info.11-4,checkin_info.11-5,checkin_info.16-5,checkin_info.16-4,checkin_info.16-6,checkin_info.16-1,checkin_info.16-0,checkin_info.16-3,checkin_info.16-2,checkin_info.1-0,checkin_info.1-1,checkin_info.1-2,checkin_info.1-3,checkin_info.1-4,checkin_info.1-5,checkin_info.1-6,checkin_info.7-3,checkin_info.7-0,checkin_info.7-1,checkin_info.4-1,checkin_info.4-0,checkin_info.4-3,checkin_info.4-2,checkin_info.4-5,checkin_info.4-4,checkin_info.2-5,checkin_info.2-4,checkin_info.3-3,checkin_info.7-4,checkin_info.7-5,checkin_info.19-2,checkin_info.19-3,checkin_info.19-0,checkin_info.19-1,checkin_info.19-6,checkin_info.19-4,checkin_info.19-5,checkin_info.2-3,checkin_info.2-2,checkin_info.2-1,checkin_info.7-2,checkin_info.5-5,checkin_info.5-6,checkin_info.2-0,checkin_info.7-6,checkin_info.5-1,checkin_info.5-2,checkin_info.5-3,checkin_info.3-2,checkin_info.2-6,checkin_info.21-6,checkin_info.21-5,checkin_info.21-4,checkin_info.21-3,checkin_info.21-2,checkin_info.21-1,checkin_info.21-0,checkin_info.8-5,checkin_info.8-4,checkin_info.8-6,type,checkin_info.8-0,checkin_info.8-3,checkin_info.8-2,checkin_info.5-0,checkin_info.17-0,checkin_info.8-1,checkin_info.17-2,checkin_info.17-3,checkin_info.17-4,checkin_info.17-5,checkin_info.17-6,checkin_info.14-3,checkin_info.14-2,checkin_info.14-1,checkin_info.14-0,checkin_info.14-6,checkin_info.14-5,checkin_info.14-4,checkin_info.4-6,checkin_info.13-4,checkin_info.13-5,checkin_info.13-6,checkin_info.13-0,checkin_info.13-1,checkin_info.13-2,checkin_info.13-3,checkin_info.10-6,checkin_info.10-5,checkin_info.10-4,checkin_info.10-3,checkin_info.10-2,checkin_info.10-1,checkin_info.10-0,checkin_info.3-5,checkin_info.23-1,checkin_info.23-0,checkin_info.23-3,checkin_info.23-2,checkin_info.23-5,checkin_info.23-4,checkin_info.23-6,checkin_info.6-5,checkin_info.3-0,checkin_info.0-5,checkin_info.0-4,checkin_info.0-6,checkin_info.0-1,checkin_info.0-0,checkin_info.0-3,checkin_info.0-2,checkin_info.3-6,checkin_info.6-6,checkin_info.3-4,checkin_info.6-4,checkin_info.6-3,checkin_info.6-2,checkin_info.6-1,checkin_info.6-0,checkin_info.3-1,checkin_info.18-6,checkin_info.18-5,checkin_info.18-4,checkin_info.18-3,checkin_info.18-2,checkin_info.18-1,checkin_info.18-0
,,,,2,,,,,,,,,,,oX6KamASYXnMIe5kpVhezw,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,1,,,,,,,,,,,,S4TWo9X6b3gU6uucj4JN3g,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1,,,,,,,,,,,,,,,xZwaUcrFMSY1O9dK2dAUpA,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,checkin,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,1,,,,,,,,,,,,,,XWDk-pLSbVE2Vvv9Z-zusQ,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,1hBOR97oX5Xph3J8Tdob7w,,,,2,1,,2,1,1,2,1,,,1,,,,,,,,,,2,,1,3,2,1,1,1,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,1,,1,,5,1,1,,1,,,,,,,,,,1,,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,,1
,1,,1,,,,,,,,,,,,ybkWtM1ZnT2ewuquj3A9KQ,,,,,,,2,1,2,1,,,1,1,,,,,,,,,,,,,,,2,1,5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,checkin,,,,,1,,,,6,1,,,,,,,,,,,,,1,,,,1,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,1,,MHPJoUzvIT4aTKOG2elw3Q,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,YSXuWnwzfC7EN2ZMB_A2Ng,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
,,,,,,2,,,,,,1,,,lNE3gOMb724YPlZAA8WlXQ,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,checkin,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
1,,,,1,,,,,,,,,,,cpGv6ES2hzPCtCUQgipwXw,,,1,,1,2,,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,2,1,,,,,,1,1,1,2,,,1,,1,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,2
1,,,,,,,,,,,,,,,wPidHd5FxspPRgVqdEQ-Xw,,,,,1,,1,1,,,1,2,1,,5,,,,,,,,,,,,2,,,2,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,1,1,,1,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1
,1,,,,,,,,,,,,,,yYIEKwgQUHJpySOcVdCAkg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,1,checkin,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,1,,,,,,1,,1,,1,,,,,1,,,,,,,1,,1
1,,,1,1,1,4,,,,,,,,,QF14BFUVHRODxGNVflgm3A,,1,,,,2,2,,1,,,,,,,,,,,,,,,1,1,,2,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,1,3,checkin,,,,,,,,,,1,,,1,,,,,,,,,2,2,,,,2,4,1,,,2,1,,,,,,,,,2,,,,,,,,,,1,,,2,,,,,,,,,,,
,1,,,,,,,,,,,1,,,5TQQy_x_ArR3_5L5L0fFVQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,11yg-JMNCFowyIjJarzuDQ,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,1,,,,q83uB6EGF6y2MuR-7VZPRg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,1,,1,,1,,,,,,,,,,-52nir13iFnSMdBew674HA,,1,,,,1,3,2,,,,2,,,,,,,,,,,1,1,,1,4,1,4,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,2,checkin,1,,,,,,,1,,2,1,,1,,,,2,,,,3,,,,,1,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,2
,,,,,,,,1,,,,,,,bYdniNQEdYolz0onDWj0CA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1,1,,,,,,,,1,,oudTF4EN_C8thENGiTQf-w,,,1,,,1,,,2,,,1,,,3,,,,,,,,,,1,,1,2,,1,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,2,,2,1,,,,,,,,,1,,,,,1,,,,,1,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1,
,,,,1,,,,,,,,,,,ZjwZIQM4TfFO7T7ck7FtYQ,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,checkin,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,MVFeOZVt641WBvdsRmnhPg,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,9vgu6o1CwP5NakVkb29z0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,2,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,1,,,1,1,1,,,,,,JdCFcgw4yk4M1ZRhAhBIag,,,1,,,,,,,,2,1,1,,,,,,,,,,,,,,1,1,,3,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,
,,,,,,,,,,,,1,,,i9JeI7bd1qXGi15FoD45GA,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,,,,,,,,,,,,,,checkin,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,1,,,1,,,,,1,
,,,,,1,,,,,,,,,,rgyvl8tNVAony634_9vFdQ,,2,,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,,,,,,1,,1,,,,,checkin,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,1,2,,,1,,,,,1,2,,2,2,,,,,,1,,,,,,,,,,
,,,1,,,,,,,,,,,,v5a-Mj4eO1E--HmgwEWo7A,1,1,,,,,1,2,2,2,,1,1,,2,,,,,1,,,,1,,,,,1,4,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,3,3,1,4,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,,,
1,,,3,1,1,,3,,,1,,3,3,,HTplzElel_F_U_qhWuDKdg,,1,,1,3,1,2,2,1,,1,2,2,3,5,,,,,,,,,2,1,,1,4,4,5,12,4,2,7,11,5,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,1,1,,1,,,,,,checkin,,,,,2,,3,5,7,1,1,1,,,,3,2,2,,,2,,,,,1,2,1,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,4,4
,,,2,,,,,,,,,,,,O5lo-GKCG3cX8X4bh_DR_A,,2,,,1,,1,1,1,,,1,,,,,,,,,,,2,1,,1,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,1,,1,1,1,,,1,,,,1,,,,,,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1
1,2,1,,2,1,,,,,,,,,,0oQFFOdPZycIBmGkoBrlbg,,2,1,3,,1,2,,1,1,2,1,2,,1,,,,,,,,1,2,1,2,,2,,,4,1,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,1,,,,,2,,1,1,1,,1,3,,,1,,,,,,1,1,1,,1,5,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,1
,,1,,,2,1,1,,,1,1,1,1,,Hh5lyZtOrS5LKk4YCgj8Kw,,2,1,,,,,1,,,,1,1,,,1,1,,,,,1,,1,,,1,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,1,2,,,1,,,,1,1,,,,1,3,,,,,2,,,,,,,,,,,3,1,1,,3,1,,1,checkin,1,,,,1,,1,,4,1,1,2,,,,1,,3,2,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,2,3,2,,1,1,1,,,
,,,,,,,1,,,,,1,,,QdSGdvZATzejDkSs435Rdw,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,a933ecROIB44zhzos11YTg,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,,1,,,,,1YEuqVtVMHdpavzoGcUUug,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,1,1,,1,,,,,,2,,,,,,,1,,,,,,2,,1,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,1,,,,,,,1,,,,,,,,,1,,1,1,1,,,,,,,,,,
,,,,,,,1,,,,,,,,jd7yAsF-T4OlI4ejkJYJrQ,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,
,,,,1,,1,,,,,,,,,MLD-FXAHLbdiHOcyeoW-Fg,1,2,1,1,1,2,,1,1,,1,,2,,,,,,,,,,,,,,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,8,,,,,,,,,,,1,,2,checkin,,,,1,,,1,,,,,,,,,,1,1,,1,1,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,2,,,
,,2,2,,,,,,,,,,,,uzJ2Vefb951El2oneQI8NQ,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,1,6,2,,,,,,,,1,JPFzpR5PvZWqHXQMIZFk2w,,1,,,3,1,2,,,,1,,2,,,,,,,,,,,2,,,3,1,1,,1,,,2,1,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,checkin,,2,1,,3,,1,,,1,,,2,1,,,,,,,2,,1,,,2,6,,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,,,1
1,2,,3,2,7,11,,,,,,1,1,1,fjaQ3Ixkofh8xGhklUtDnA,4,3,,,8,2,2,3,3,3,2,2,2,2,1,,,,,,,,1,3,3,,3,3,9,2,6,6,,4,6,1,,,,,,,,2,2,2,,,,,,,,,,4,5,1,,,,,3,3,,,,,1,2,,5,,,,,,,,,,,,,5,,12,checkin,1,4,3,,5,1,1,6,11,7,6,,4,3,1,2,2,3,,1,4,3,,,1,1,5,5,3,1,4,3,3,,,,,1,,,,,,,,,,1,,,,4,,,1,,1,1,,2,5,4,1,1,1,2
,,,,,,,,,,,,,,,FrT0OQFkUZBtfoW3V1Wpfw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,checkin,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,,,,,HYFwjbK7HbvzENF44ACfdA,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,1,1,,,,,,,2,1,,1,,,checkin,,,1,,,,1,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,2
,,,,,,1,,,,,,,,,IoPdC59QwkWYm31xPkwcPw,1,1,,,1,,1,,,1,1,,1,,,,,,,,,,,,,1,1,1,2,3,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,checkin,,,,,,,,,1,,,,,,,,,,,1,,2,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,,,1,,,,,,,,,,,1,Ryq600aoE3h8_qRQGIed9A,,,,,,1,2,,,1,,2,1,,,,,,,,,,,,,,,,1,1,1,,1,1,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,,2,,,,,2,,1,,,,,,,,,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,
1,,,,,,,,,,,,,,,xMyTUliefguc3bfetGebJg,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,jqo3Ljexof9sA8PhSTwEjA,,,,,2,,2,2,2,1,2,,,1,,,,,,,,,,,,,1,,1,1,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,1,6,,2,,,,1,,,,,,,,,,,,,,3,4,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,
,,,,,,,,,,,,,,,68JsiWNLKs8NDCrBCxIWMA,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,,,3,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,1,,,,,,,,2,,PhdMPqSdLZi6IV8SdnpUAQ,1,,,1,,1,1,,2,,2,2,,1,3,,,,,,,,1,,1,,2,2,1,,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,2,,2,1,1,,,1,1,,,,,,,,1,,,1,,2,4,,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,1,,,,,,,,,,,,eC4iEcRR3p5NLq9Zf80ZGg,,,,,2,,1,,2,1,,2,2,,4,,,,,,,,1,,,,,1,3,,1,2,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,3,,3,,,1,3,,,,,,,,,,1,,,,,,1,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,1,
,,,,,,,,,,1,,,1,,-4PHmmCt_RmAfaE3sDKW_g,,,,,,,,1,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,5,,,,,checkin,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
,,1,,,,,,,,,,,,,AyAJs-XGv2_Cn_LPH1DWyg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2,1,,JJFoeKZXgi2_LeECDMkkoQ,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,1,3,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,1,,,,,,,,2,,,,,,,,,,,,,1,,1,checkin,,,,,,,1,2,2,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,
,,,,,,,,1,,1,,2,,,KHOHjA8HOcTlFBCtMQFv8A,,,,,,,,1,1,1,,1,,,1,1,,,,,,,,,,,,,1,1,4,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,2,,,,,,,,,,,,,,,,,,,,1,,,,checkin,,,,,,,,1,4,4,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,1
1,,,,,,,,,,,,1,,,ykxf0XiJt-d76dBwfO_yew,1,,1,,,,1,,1,2,,2,,1,2,,1,,,,,,,1,3,,1,,4,2,5,1,2,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,checkin,,,,,2,,1,2,1,1,1,,,,,2,1,1,,,,,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,2,2,,,,,,,,,HLWtNcf3l-wKb6v9duteMQ,1,,2,,2,3,2,,,2,,1,,1,3,,,,,,,,,,,,,,4,,1,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,,,,2,4,1,1,1,1,,,,2,1,,2,3,2,,,,,2,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,
,,2,1,,,,,,,,,,,,XIZ259hZ6Yww3C0o97MgUQ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checkin,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,1,1,1,5,,,,,,,,,j515klfbCAEF3KPiKvHz9g,,,,,,,1,,,,,,,,,,,,,,,,,2,,1,5,3,2,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,3,2,,,,,1,,,,,,1,,,,2,,,2,,,,,,,,,,3,1,2,checkin,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,5,4,5,1,2,1,1,,,,,,,,,2,,,,,,,,,,1,,,1,,,,,,,,,,,
1,,2,1,,1,1,,,,,,,,1,S2x-rEziU3ONR9zO_vpPxA,1,,,1,,,1,1,2,,,,2,,,,,,,,,,1,1,1,,1,1,2,2,1,,1,1,2,1,,,,,,,,2,,1,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,2,checkin,2,,1,,1,2,,1,1,,1,,,,,1,,,,,,,1,1,,,4,,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,5,6,5,4,5,,,,,1,,,1
